Gene	Sample	Value
APOBEC3B	NKI_332	0.265
LRBA	NKI_332	-0.391
UBXD3	NKI_332	-0.596
DSC2	NKI_332	0.457
TEGT	NKI_332	-0.311
EML4	NKI_332	0.048
KARCA1	NKI_332	-0.311
GATA3	NKI_333	-0.8
CA12	NKI_333	-0.223
THSD4	NKI_333	-0.822
AFF3	NKI_333	-1.043
TBC1D9	NKI_333	-0.549
FOXA1	NKI_333	-0.18
GREB1	NKI_333	-1.188
DNALI1	NKI_333	-0.294
VGLL1	NKI_333	-0.886
PRR15	NKI_333	-0.137
SLC7A2	NKI_333	-0.776
XBP1	NKI_333	-0.108
SCUBE2	NKI_333	-1.081
MYB	NKI_333	-0.398
B3GNT5	NKI_333	-0.088
CELSR1	NKI_333	-0.961
NAT1	NKI_333	-0.502
MAGED2	NKI_333	-0.058
VAV3	NKI_333	-0.26
FBP1	NKI_333	0.031
BCL11A	NKI_333	-0.188
SOD2	NKI_333	0.164
AGR2	NKI_333	0.167
ERBB4	NKI_333	-0.019
TNFRSF21	NKI_333	0.052
PHGDH	NKI_333	-0.094
TFF3	NKI_333	-1.153
STS-1	NKI_333	0.116
TCEAL1	NKI_333	0.105
GABRP	NKI_333	-0.955
FLJ21127	NKI_333	-0.036
BCL2	NKI_333	-0.738
MOAP1	NKI_333	0.1
ACOT4	NKI_333	0.075
YBX1	NKI_333	-0.095
SOD2	NKI_333	0.166
MREG	NKI_333	0.11
CDH3	NKI_333	-0.601
C10orf38	NKI_333	-0.333
RARRES1	NKI_333	-0.158
ABTB2	NKI_333	-0.096
RERG	NKI_333	-0.641
ST8SIA1	NKI_333	0.048
SIRPA	NKI_333	0.059
MICALL1	NKI_333	-0.237
CDCA7	NKI_333	-0.19
ERBB4	NKI_333	0.082
QSCN6L1	NKI_333	0.035
CYP2B6	NKI_333	-1.254
CIRBP	NKI_333	0.059
ERBB3	NKI_333	-0.315
CHCHD5	NKI_333	0.115
LOC124220	NKI_333	0.066
TMCC2	NKI_333	-0.092
DACH1	NKI_333	-0.145
HMGCL	NKI_333	0.07
NCOA7	NKI_333	0.069
FSCN1	NKI_333	-0.232
KCNN4	NKI_333	-0.499
CPEB2	NKI_333	-0.251
CYP2B6	NKI_333	-1.193
AKR7A3	NKI_333	-0.319
FLJ20273	NKI_333	-0.209
JMJD2B	NKI_333	-0.44
CDK2AP1	NKI_333	0.178
HEXIM1	NKI_333	-0.04
SH2D2A	NKI_333	0.234
IFNAR2	NKI_333	0.13
ASNS	NKI_333	-0.245
MLZE	NKI_333	0.011
SKP1A	NKI_333	0.162
MYO5C	NKI_333	0.027
APOBEC3B	NKI_333	0.354
LRBA	NKI_333	-0.195
UBXD3	NKI_333	-0.415
DSC2	NKI_333	-0.255
TEGT	NKI_333	-0.047
EML4	NKI_333	-0.138
KARCA1	NKI_333	-0.131
GATA3	NKI_334	0.227
CA12	NKI_334	-0.179
THSD4	NKI_334	0.173
AFF3	NKI_334	0.449
TBC1D9	NKI_334	0.632
FOXA1	NKI_334	0.202
GREB1	NKI_334	0.239
DNALI1	NKI_334	0.331
VGLL1	NKI_334	-0.772
PRR15	NKI_334	-0.045
SLC7A2	NKI_334	0.753
XBP1	NKI_334	0.406
SCUBE2	NKI_334	-0.855
MYB	NKI_334	-0.262
B3GNT5	NKI_334	-0.329
CELSR1	NKI_334	0.569
NAT1	NKI_334	-0.837
MAGED2	NKI_334	0.063
VAV3	NKI_334	-0.551
FBP1	NKI_334	0.391
BCL11A	NKI_334	0.228
SOD2	NKI_334	-0.21
AGR2	NKI_334	-0.085
ERBB4	NKI_334	0.577
TNFRSF21	NKI_334	-0.322
PHGDH	NKI_334	-0.545
TFF3	NKI_334	0.348
STS-1	NKI_334	-0.196
TCEAL1	NKI_334	0.224
GABRP	NKI_334	-0.685
FLJ21127	NKI_334	0.373
BCL2	NKI_334	0.062
MOAP1	NKI_334	0.478
ACOT4	NKI_334	0.24
YBX1	NKI_334	-0.261
SOD2	NKI_334	-0.173
MREG	NKI_334	0.033
CDH3	NKI_334	-0.654
C10orf38	NKI_334	-0.253
RARRES1	NKI_334	-0.577
ABTB2	NKI_334	-0.28
RERG	NKI_334	0.416
ST8SIA1	NKI_334	-0.314
SIRPA	NKI_334	-0.188
MICALL1	NKI_334	-0.283
CDCA7	NKI_334	-0.829
ERBB4	NKI_334	0.343
QSCN6L1	NKI_334	-0.072
CYP2B6	NKI_334	0.002
CIRBP	NKI_334	0.198
ERBB3	NKI_334	-0.027
CHCHD5	NKI_334	0.091
LOC124220	NKI_334	0.206
TMCC2	NKI_334	0.264
DACH1	NKI_334	0.465
HMGCL	NKI_334	0.258
NCOA7	NKI_334	-0.284
FSCN1	NKI_334	-0.304
KCNN4	NKI_334	-0.105
CPEB2	NKI_334	0.158
CYP2B6	NKI_334	0.009
AKR7A3	NKI_334	0.381
FLJ20273	NKI_334	-0.014
JMJD2B	NKI_334	-0.263
CDK2AP1	NKI_334	-0.316
HEXIM1	NKI_334	-0.012
SH2D2A	NKI_334	-0.206
IFNAR2	NKI_334	-0.062
ASNS	NKI_334	0.062
MLZE	NKI_334	-0.17
SKP1A	NKI_334	0.273
MYO5C	NKI_334	0.21
APOBEC3B	NKI_334	-0.239
LRBA	NKI_334	0.095
UBXD3	NKI_334	0.094
DSC2	NKI_334	-0.307
TEGT	NKI_334	0.154
EML4	NKI_334	-0.303
KARCA1	NKI_334	0.229
GATA3	NKI_335	-0.591
CA12	NKI_335	-0.85
THSD4	NKI_335	-0.766
AFF3	NKI_335	-0.777
TBC1D9	NKI_335	-0.571
FOXA1	NKI_335	-1.13
GREB1	NKI_335	-1.038
DNALI1	NKI_335	-0.771
VGLL1	NKI_335	0.517
PRR15	NKI_335	-0.905
SLC7A2	NKI_335	-0.622
XBP1	NKI_335	-0.636
SCUBE2	NKI_335	-0.85
MYB	NKI_335	-0.755
B3GNT5	NKI_335	0.321
CELSR1	NKI_335	-0.796
NAT1	NKI_335	-0.804
MAGED2	NKI_335	-0.531
VAV3	NKI_335	-0.368
FBP1	NKI_335	-0.781
BCL11A	NKI_335	-0.022
SOD2	NKI_335	0.004
AGR2	NKI_335	-0.859
ERBB4	NKI_335	-0.721
TNFRSF21	NKI_335	0.076
PHGDH	NKI_335	0.344
TFF3	NKI_335	-1.071
STS-1	NKI_335	0.332
TCEAL1	NKI_335	-0.229
GABRP	NKI_335	-0.248
FLJ21127	NKI_335	-0.015
BCL2	NKI_335	-0.416
MOAP1	NKI_335	-0.23
ACOT4	NKI_335	-0.273
YBX1	NKI_335	0.376
SOD2	NKI_335	0.047
MREG	NKI_335	-0.243
CDH3	NKI_335	0.506
C10orf38	NKI_335	0.319
RARRES1	NKI_335	0.423
ABTB2	NKI_335	0.329
RERG	NKI_335	-0.655
ST8SIA1	NKI_335	0.392
SIRPA	NKI_335	0.066
MICALL1	NKI_335	0.096
CDCA7	NKI_335	0.639
ERBB4	NKI_335	-0.453
QSCN6L1	NKI_335	0.207
CYP2B6	NKI_335	-0.96
CIRBP	NKI_335	-0.269
ERBB3	NKI_335	-0.081
CHCHD5	NKI_335	-0.1
LOC124220	NKI_335	-0.752
TMCC2	NKI_335	-0.066
DACH1	NKI_335	-0.632
HMGCL	NKI_335	-0.096
NCOA7	NKI_335	0.586
FSCN1	NKI_335	0.267
KCNN4	NKI_335	0.621
CPEB2	NKI_335	-0.43
CYP2B6	NKI_335	-0.893
AKR7A3	NKI_335	-0.75
FLJ20273	NKI_335	-0.32
JMJD2B	NKI_335	-0.24
CDK2AP1	NKI_335	0.511
HEXIM1	NKI_335	-0.365
SH2D2A	NKI_335	0.12
IFNAR2	NKI_335	0.197
ASNS	NKI_335	0.026
MLZE	NKI_335	0.321
SKP1A	NKI_335	0.034
MYO5C	NKI_335	-0.418
APOBEC3B	NKI_335	-0.026
LRBA	NKI_335	-0.372
UBXD3	NKI_335	-0.458
DSC2	NKI_335	-0.11
TEGT	NKI_335	0.125
EML4	NKI_335	0.245
KARCA1	NKI_335	-0.347
GATA3	NKI_336	-0.056
CA12	NKI_336	0.063
THSD4	NKI_336	0.113
AFF3	NKI_336	0.177
TBC1D9	NKI_336	0.119
FOXA1	NKI_336	0.068
GREB1	NKI_336	0.206
DNALI1	NKI_336	0.09
VGLL1	NKI_336	-0.735
PRR15	NKI_336	-0.031
SLC7A2	NKI_336	0.242
XBP1	NKI_336	0.172
SCUBE2	NKI_336	0.217
MYB	NKI_336	0.077
B3GNT5	NKI_336	-0.086
CELSR1	NKI_336	0.085
NAT1	NKI_336	0.164
MAGED2	NKI_336	0.156
VAV3	NKI_336	0.387
FBP1	NKI_336	-0.078
BCL11A	NKI_336	-0.277
SOD2	NKI_336	-0.165
AGR2	NKI_336	-0.318
ERBB4	NKI_336	0.167
TNFRSF21	NKI_336	-0.097
PHGDH	NKI_336	-0.594
TFF3	NKI_336	-0.608
STS-1	NKI_336	-0.046
TCEAL1	NKI_336	0.024
GABRP	NKI_336	-0.769
FLJ21127	NKI_336	0.059
BCL2	NKI_336	0.023
MOAP1	NKI_336	0.199
ACOT4	NKI_336	0.165
YBX1	NKI_336	-0.206
SOD2	NKI_336	-0.043
MREG	NKI_336	0.138
CDH3	NKI_336	-0.244
C10orf38	NKI_336	-0.094
RARRES1	NKI_336	-0.151
ABTB2	NKI_336	-0.27
RERG	NKI_336	0.024
ST8SIA1	NKI_336	-0.182
SIRPA	NKI_336	-0.295
MICALL1	NKI_336	-0.048
CDCA7	NKI_336	-0.456
ERBB4	NKI_336	0.077
QSCN6L1	NKI_336	-0.382
CYP2B6	NKI_336	-0.483
CIRBP	NKI_336	0.099
ERBB3	NKI_336	0.037
CHCHD5	NKI_336	0.036
LOC124220	NKI_336	-0.201
TMCC2	NKI_336	-0.175
DACH1	NKI_336	0.166
HMGCL	NKI_336	0.14
NCOA7	NKI_336	-0.131
FSCN1	NKI_336	-0.061
KCNN4	NKI_336	-0.257
CPEB2	NKI_336	0.246
CYP2B6	NKI_336	-0.451
AKR7A3	NKI_336	-0.124
FLJ20273	NKI_336	0.169
JMJD2B	NKI_336	0.142
CDK2AP1	NKI_336	-0.139
HEXIM1	NKI_336	0.113
SH2D2A	NKI_336	-0.277
IFNAR2	NKI_336	0.024
ASNS	NKI_336	-0.014
MLZE	NKI_336	-0.232
SKP1A	NKI_336	0.112
MYO5C	NKI_336	0.312
APOBEC3B	NKI_336	-0.242
LRBA	NKI_336	-0.036
UBXD3	NKI_336	0.02
DSC2	NKI_336	-0.173
TEGT	NKI_336	0.024
EML4	NKI_336	-0.172
KARCA1	NKI_336	0.139
GATA3	NKI_337	-0.233
CA12	NKI_337	-0.075
THSD4	NKI_337	0.019
AFF3	NKI_337	0.082
TBC1D9	NKI_337	-0.088
FOXA1	NKI_337	0.157
GREB1	NKI_337	-0.056
DNALI1	NKI_337	-0.022
VGLL1	NKI_337	-0.449
PRR15	NKI_337	0.099
SLC7A2	NKI_337	-0.082
XBP1	NKI_337	-0.106
SCUBE2	NKI_337	0.29
MYB	NKI_337	0.065
B3GNT5	NKI_337	-0.067
CELSR1	NKI_337	-0.192
NAT1	NKI_337	0.219
MAGED2	NKI_337	0.141
VAV3	NKI_337	0.075
FBP1	NKI_337	0.143
BCL11A	NKI_337	-0.193
SOD2	NKI_337	-0.248
AGR2	NKI_337	0.398
ERBB4	NKI_337	-0.026
TNFRSF21	NKI_337	-0.17
PHGDH	NKI_337	-0.006
TFF3	NKI_337	0.611
STS-1	NKI_337	-0.03
TCEAL1	NKI_337	-0.21
GABRP	NKI_337	-0.233
FLJ21127	NKI_337	0.174
BCL2	NKI_337	-0.259
MOAP1	NKI_337	-0.088
ACOT4	NKI_337	0.174
YBX1	NKI_337	-0.19
SOD2	NKI_337	-0.265
MREG	NKI_337	0.101
CDH3	NKI_337	-0.511
C10orf38	NKI_337	-0.129
RARRES1	NKI_337	-0.228
ABTB2	NKI_337	-0.037
RERG	NKI_337	0.061
ST8SIA1	NKI_337	-0.018
SIRPA	NKI_337	-0.147
MICALL1	NKI_337	-0.241
CDCA7	NKI_337	-0.345
ERBB4	NKI_337	-0.049
QSCN6L1	NKI_337	-0.011
CYP2B6	NKI_337	0.004
CIRBP	NKI_337	0.122
ERBB3	NKI_337	0.123
CHCHD5	NKI_337	0.132
LOC124220	NKI_337	-0.225
TMCC2	NKI_337	-0.112
DACH1	NKI_337	-0.03
HMGCL	NKI_337	0.038
NCOA7	NKI_337	-0.166
FSCN1	NKI_337	-0.106
KCNN4	NKI_337	-0.183
CPEB2	NKI_337	-0.025
CYP2B6	NKI_337	-0.014
AKR7A3	NKI_337	0.072
FLJ20273	NKI_337	0.108
JMJD2B	NKI_337	0.094
CDK2AP1	NKI_337	-0.04
HEXIM1	NKI_337	0.019
SH2D2A	NKI_337	-0.156
IFNAR2	NKI_337	-0.115
ASNS	NKI_337	-0.209
MLZE	NKI_337	-0.106
SKP1A	NKI_337	0.02
MYO5C	NKI_337	0.118
APOBEC3B	NKI_337	0.009
LRBA	NKI_337	0.101
UBXD3	NKI_337	0.053
DSC2	NKI_337	0.039
TEGT	NKI_337	0.121
EML4	NKI_337	-0.053
KARCA1	NKI_337	0.177
GATA3	NKI_338	-1.044
CA12	NKI_338	-0.55
THSD4	NKI_338	-0.815
AFF3	NKI_338	-1.329
TBC1D9	NKI_338	-1.021
FOXA1	NKI_338	-1.722
GREB1	NKI_338	-0.822
DNALI1	NKI_338	-0.962
VGLL1	NKI_338	0.501
PRR15	NKI_338	-1.227
SLC7A2	NKI_338	-0.893
XBP1	NKI_338	-0.79
SCUBE2	NKI_338	-1.073
MYB	NKI_338	-1.24
B3GNT5	NKI_338	0.206
CELSR1	NKI_338	-0.441
NAT1	NKI_338	-0.773
MAGED2	NKI_338	-0.297
VAV3	NKI_338	-0.416
FBP1	NKI_338	-0.788
BCL11A	NKI_338	0.569
SOD2	NKI_338	0.067
AGR2	NKI_338	-0.979
ERBB4	NKI_338	-0.538
TNFRSF21	NKI_338	0.375
PHGDH	NKI_338	0.46
TFF3	NKI_338	-1.536
STS-1	NKI_338	0.231
TCEAL1	NKI_338	-0.36
GABRP	NKI_338	-0.554
FLJ21127	NKI_338	-0.205
BCL2	NKI_338	-0.574
MOAP1	NKI_338	-0.244
ACOT4	NKI_338	-0.312
YBX1	NKI_338	0.913
SOD2	NKI_338	0.045
MREG	NKI_338	-0.474
CDH3	NKI_338	0.275
C10orf38	NKI_338	0.507
RARRES1	NKI_338	-0.254
ABTB2	NKI_338	0.206
RERG	NKI_338	0.33
ST8SIA1	NKI_338	0.228
SIRPA	NKI_338	0.187
MICALL1	NKI_338	0.536
CDCA7	NKI_338	0.519
ERBB4	NKI_338	-0.264
QSCN6L1	NKI_338	0.078
CYP2B6	NKI_338	-0.789
CIRBP	NKI_338	-0.481
ERBB3	NKI_338	-0.179
CHCHD5	NKI_338	-0.205
LOC124220	NKI_338	-1.049
TMCC2	NKI_338	0.566
DACH1	NKI_338	-0.277
HMGCL	NKI_338	-0.171
NCOA7	NKI_338	0.27
FSCN1	NKI_338	-0.022
KCNN4	NKI_338	0.103
CPEB2	NKI_338	-0.335
CYP2B6	NKI_338	-0.689
AKR7A3	NKI_338	-0.85
FLJ20273	NKI_338	-0.4
JMJD2B	NKI_338	-0.256
CDK2AP1	NKI_338	0.325
HEXIM1	NKI_338	-0.363
SH2D2A	NKI_338	0.063
IFNAR2	NKI_338	0.461
ASNS	NKI_338	0.61
MLZE	NKI_338	0.291
SKP1A	NKI_338	-0.112
MYO5C	NKI_338	-0.231
APOBEC3B	NKI_338	0.148
LRBA	NKI_338	-0.208
UBXD3	NKI_338	-0.28
DSC2	NKI_338	0.672
TEGT	NKI_338	-0.342
EML4	NKI_338	0.153
KARCA1	NKI_338	-0.125
GATA3	NKI_339	0.196
CA12	NKI_339	0.293
THSD4	NKI_339	0.018
AFF3	NKI_339	0.202
TBC1D9	NKI_339	0.222
FOXA1	NKI_339	-0.007
GREB1	NKI_339	0.513
DNALI1	NKI_339	0.293
VGLL1	NKI_339	-0.55
PRR15	NKI_339	0.15
SLC7A2	NKI_339	-0.412
XBP1	NKI_339	-0.238
SCUBE2	NKI_339	-0.327
MYB	NKI_339	0.023
B3GNT5	NKI_339	-0.133
CELSR1	NKI_339	-0.126
NAT1	NKI_339	0.309
MAGED2	NKI_339	0
VAV3	NKI_339	0.345
FBP1	NKI_339	0.131
BCL11A	NKI_339	-0.358
SOD2	NKI_339	0.13
AGR2	NKI_339	1.011
ERBB4	NKI_339	-0.012
TNFRSF21	NKI_339	0.026
PHGDH	NKI_339	-0.443
TFF3	NKI_339	0.55
STS-1	NKI_339	-0.12
TCEAL1	NKI_339	0.059
GABRP	NKI_339	-0.513
FLJ21127	NKI_339	0.163
BCL2	NKI_339	-0.028
MOAP1	NKI_339	-0.067
ACOT4	NKI_339	0.075
YBX1	NKI_339	-0.257
SOD2	NKI_339	0.166
MREG	NKI_339	-0.142
CDH3	NKI_339	0.097
C10orf38	NKI_339	-0.307
RARRES1	NKI_339	-0.317
ABTB2	NKI_339	-0.126
RERG	NKI_339	0.162
ST8SIA1	NKI_339	-0.14
SIRPA	NKI_339	0.02
MICALL1	NKI_339	-0.126
CDCA7	NKI_339	-0.287
ERBB4	NKI_339	0.06
QSCN6L1	NKI_339	-0.031
CYP2B6	NKI_339	-0.309
CIRBP	NKI_339	-0.107
ERBB3	NKI_339	-0.021
CHCHD5	NKI_339	0.129
LOC124220	NKI_339	0.389
TMCC2	NKI_339	-0.17
DACH1	NKI_339	0.191
HMGCL	NKI_339	0.142
NCOA7	NKI_339	-0.254
FSCN1	NKI_339	-0.169
KCNN4	NKI_339	-0.069
CPEB2	NKI_339	0.048
CYP2B6	NKI_339	-0.266
AKR7A3	NKI_339	0.211
FLJ20273	NKI_339	-0.015
JMJD2B	NKI_339	0.1
CDK2AP1	NKI_339	-0.038
HEXIM1	NKI_339	-0.102
SH2D2A	NKI_339	-0.274
IFNAR2	NKI_339	-0.001
ASNS	NKI_339	-0.184
MLZE	NKI_339	-0.122
SKP1A	NKI_339	-0.142
MYO5C	NKI_339	0.098
APOBEC3B	NKI_339	-0.123
LRBA	NKI_339	0.012
UBXD3	NKI_339	0.255
DSC2	NKI_339	-0.113
TEGT	NKI_339	0.16
EML4	NKI_339	-0.002
KARCA1	NKI_339	0.229
GATA3	NKI_340	0.169
CA12	NKI_340	0.062
THSD4	NKI_340	0.317
AFF3	NKI_340	0.478
TBC1D9	NKI_340	0.313
FOXA1	NKI_340	0.096
GREB1	NKI_340	0.325
DNALI1	NKI_340	0.371
VGLL1	NKI_340	-0.611
PRR15	NKI_340	0.408
SLC7A2	NKI_340	0.164
XBP1	NKI_340	-0.075
SCUBE2	NKI_340	-1.052
MYB	NKI_340	0.188
B3GNT5	NKI_340	-0.295
CELSR1	NKI_340	-0.573
NAT1	NKI_340	-0.73
MAGED2	NKI_340	0.447
VAV3	NKI_340	-0.189
FBP1	NKI_340	-0.14
BCL11A	NKI_340	-0.619
SOD2	NKI_340	-0.133
AGR2	NKI_340	0.534
ERBB4	NKI_340	0.393
TNFRSF21	NKI_340	-0.502
PHGDH	NKI_340	-0.601
TFF3	NKI_340	0.248
STS-1	NKI_340	-0.189
TCEAL1	NKI_340	-0.001
GABRP	NKI_340	-0.537
FLJ21127	NKI_340	0.242
BCL2	NKI_340	0.328
MOAP1	NKI_340	0.237
ACOT4	NKI_340	0.208
YBX1	NKI_340	-0.033
SOD2	NKI_340	-0.184
MREG	NKI_340	0.067
CDH3	NKI_340	-0.757
C10orf38	NKI_340	-0.404
RARRES1	NKI_340	-0.591
ABTB2	NKI_340	-0.225
RERG	NKI_340	0.329
ST8SIA1	NKI_340	-0.255
SIRPA	NKI_340	-0.336
MICALL1	NKI_340	-0.243
CDCA7	NKI_340	-0.01
ERBB4	NKI_340	0.272
QSCN6L1	NKI_340	0.011
CYP2B6	NKI_340	-0.043
CIRBP	NKI_340	-0.011
ERBB3	NKI_340	-0.027
CHCHD5	NKI_340	0.26
LOC124220	NKI_340	-0.033
TMCC2	NKI_340	-0.166
DACH1	NKI_340	0.036
HMGCL	NKI_340	0.171
NCOA7	NKI_340	-0.326
FSCN1	NKI_340	-0.26
KCNN4	NKI_340	-0.639
CPEB2	NKI_340	-0.06
CYP2B6	NKI_340	-0.047
AKR7A3	NKI_340	-0.011
FLJ20273	NKI_340	0.115
JMJD2B	NKI_340	0.268
CDK2AP1	NKI_340	0.08
HEXIM1	NKI_340	-0.039
SH2D2A	NKI_340	-0.23
IFNAR2	NKI_340	0.033
ASNS	NKI_340	-0.078
MLZE	NKI_340	-0.034
SKP1A	NKI_340	0.171
MYO5C	NKI_340	0.313
APOBEC3B	NKI_340	0.081
LRBA	NKI_340	0.164
UBXD3	NKI_340	-0.058
DSC2	NKI_340	-0.086
TEGT	NKI_340	0.229
EML4	NKI_340	-0.138
KARCA1	NKI_340	0.051
GATA3	NKI_341	-0.487
CA12	NKI_341	-0.353
THSD4	NKI_341	-0.48
AFF3	NKI_341	-0.639
TBC1D9	NKI_341	-0.444
FOXA1	NKI_341	0.264
GREB1	NKI_341	-1.03
DNALI1	NKI_341	-1.035
VGLL1	NKI_341	-0.678
PRR15	NKI_341	0.105
SLC7A2	NKI_341	-0.587
XBP1	NKI_341	-0.321
SCUBE2	NKI_341	-0.995
MYB	NKI_341	-0.238
B3GNT5	NKI_341	-0.165
CELSR1	NKI_341	-0.472
NAT1	NKI_341	-0.672
MAGED2	NKI_341	-0.253
VAV3	NKI_341	0.035
FBP1	NKI_341	0.194
BCL11A	NKI_341	-0.257
SOD2	NKI_341	-0.046
AGR2	NKI_341	0.995
ERBB4	NKI_341	-0.225
TNFRSF21	NKI_341	0.232
PHGDH	NKI_341	0.036
TFF3	NKI_341	-0.145
STS-1	NKI_341	-0.106
TCEAL1	NKI_341	-0.481
GABRP	NKI_341	-0.269
FLJ21127	NKI_341	-0.03
BCL2	NKI_341	-0.735
MOAP1	NKI_341	-0.084
ACOT4	NKI_341	-0.064
YBX1	NKI_341	-0.207
SOD2	NKI_341	-0.227
MREG	NKI_341	-0.368
CDH3	NKI_341	0.176
C10orf38	NKI_341	-0.423
RARRES1	NKI_341	-0.228
ABTB2	NKI_341	-0.044
RERG	NKI_341	-0.692
ST8SIA1	NKI_341	-0.075
SIRPA	NKI_341	0.021
MICALL1	NKI_341	-0.158
CDCA7	NKI_341	-0.121
ERBB4	NKI_341	-0.205
QSCN6L1	NKI_341	0.276
CYP2B6	NKI_341	-0.787
CIRBP	NKI_341	0.054
ERBB3	NKI_341	0.169
CHCHD5	NKI_341	-0.208
LOC124220	NKI_341	0.053
TMCC2	NKI_341	-0.207
DACH1	NKI_341	-0.515
HMGCL	NKI_341	-0.016
NCOA7	NKI_341	0.207
FSCN1	NKI_341	-0.168
KCNN4	NKI_341	0.567
CPEB2	NKI_341	-0.429
CYP2B6	NKI_341	-0.632
AKR7A3	NKI_341	-0.036
FLJ20273	NKI_341	0.092
JMJD2B	NKI_341	-0.335
CDK2AP1	NKI_341	0.069
HEXIM1	NKI_341	-0.141
SH2D2A	NKI_341	-0.243
IFNAR2	NKI_341	-0.234
ASNS	NKI_341	0.114
MLZE	NKI_341	-0.071
SKP1A	NKI_341	-0.071
MYO5C	NKI_341	0.159
APOBEC3B	NKI_341	0.257
LRBA	NKI_341	-0.098
UBXD3	NKI_341	0.003
DSC2	NKI_341	0.222
TEGT	NKI_341	0.152
EML4	NKI_341	0.356
KARCA1	NKI_341	-0.175
GATA3	NKI_342	-0.128
CA12	NKI_342	0.314
THSD4	NKI_342	0.387
AFF3	NKI_342	0.264
TBC1D9	NKI_342	0.204
FOXA1	NKI_342	0.105
GREB1	NKI_342	0.4
DNALI1	NKI_342	0.243
VGLL1	NKI_342	-0.641
PRR15	NKI_342	-0.186
SLC7A2	NKI_342	0.007
XBP1	NKI_342	0.184
SCUBE2	NKI_342	0.182
MYB	NKI_342	0.294
B3GNT5	NKI_342	-0.15
CELSR1	NKI_342	-0.122
NAT1	NKI_342	-0.291
MAGED2	NKI_342	0.475
VAV3	NKI_342	-0.131
FBP1	NKI_342	-0.142
BCL11A	NKI_342	-0.183
SOD2	NKI_342	-0.203
AGR2	NKI_342	0.217
ERBB4	NKI_342	-0.481
TNFRSF21	NKI_342	-0.266
PHGDH	NKI_342	-0.508
TFF3	NKI_342	0.137
STS-1	NKI_342	-0.138
TCEAL1	NKI_342	0.057
GABRP	NKI_342	-0.615
FLJ21127	NKI_342	0.077
BCL2	NKI_342	0.329
MOAP1	NKI_342	0.399
ACOT4	NKI_342	0.493
YBX1	NKI_342	-0.159
SOD2	NKI_342	-0.178
MREG	NKI_342	0.022
CDH3	NKI_342	-0.771
C10orf38	NKI_342	-0.141
RARRES1	NKI_342	-0.117
ABTB2	NKI_342	-0.21
RERG	NKI_342	0.307
ST8SIA1	NKI_342	-0.217
SIRPA	NKI_342	-0.257
MICALL1	NKI_342	-0.064
CDCA7	NKI_342	-0.674
ERBB4	NKI_342	-0.403
QSCN6L1	NKI_342	-0.144
CYP2B6	NKI_342	0.08
CIRBP	NKI_342	0.179
ERBB3	NKI_342	0.046
CHCHD5	NKI_342	0.158
LOC124220	NKI_342	-0.221
TMCC2	NKI_342	0.07
DACH1	NKI_342	0.027
HMGCL	NKI_342	0.147
NCOA7	NKI_342	-0.2
FSCN1	NKI_342	-0.123
KCNN4	NKI_342	-0.61
CPEB2	NKI_342	-0.076
CYP2B6	NKI_342	0.066
AKR7A3	NKI_342	0.835
FLJ20273	NKI_342	0.051
JMJD2B	NKI_342	0.087
CDK2AP1	NKI_342	-0.211
HEXIM1	NKI_342	0.377
SH2D2A	NKI_342	-0.298
IFNAR2	NKI_342	-0.029
ASNS	NKI_342	-0.387
MLZE	NKI_342	-0.065
SKP1A	NKI_342	0.292
MYO5C	NKI_342	-0.05
APOBEC3B	NKI_342	-0.106
LRBA	NKI_342	0.192
UBXD3	NKI_342	0.269
DSC2	NKI_342	-0.279
TEGT	NKI_342	0.07
EML4	NKI_342	-0.144
KARCA1	NKI_342	0.185
GATA3	NKI_343	-0.019
CA12	NKI_343	0.057
THSD4	NKI_343	0.215
AFF3	NKI_343	-0.256
TBC1D9	NKI_343	0.273
FOXA1	NKI_343	0.093
GREB1	NKI_343	-0.138
DNALI1	NKI_343	0.176
VGLL1	NKI_343	-0.529
PRR15	NKI_343	0.11
SLC7A2	NKI_343	0.318
XBP1	NKI_343	0.138
SCUBE2	NKI_343	-0.346
MYB	NKI_343	0.264
B3GNT5	NKI_343	-0.037
CELSR1	NKI_343	0.211
NAT1	NKI_343	0.487
MAGED2	NKI_343	-0.059
VAV3	NKI_343	0.449
FBP1	NKI_343	0
BCL11A	NKI_343	-0.031
SOD2	NKI_343	-0.217
AGR2	NKI_343	-0.275
ERBB4	NKI_343	0.232
TNFRSF21	NKI_343	-0.156
PHGDH	NKI_343	-0.431
TFF3	NKI_343	-0.461
STS-1	NKI_343	-0.126
TCEAL1	NKI_343	-0.076
GABRP	NKI_343	-0.353
FLJ21127	NKI_343	0.103
BCL2	NKI_343	-0.022
MOAP1	NKI_343	0.049
ACOT4	NKI_343	0.117
YBX1	NKI_343	-0.214
SOD2	NKI_343	-0.23
MREG	NKI_343	0.223
CDH3	NKI_343	-0.375
C10orf38	NKI_343	-0.182
RARRES1	NKI_343	-0.163
ABTB2	NKI_343	-0.12
RERG	NKI_343	0.051
ST8SIA1	NKI_343	-0.065
SIRPA	NKI_343	-0.163
MICALL1	NKI_343	0.032
CDCA7	NKI_343	-0.349
ERBB4	NKI_343	0.135
QSCN6L1	NKI_343	-0.011
CYP2B6	NKI_343	0.074
CIRBP	NKI_343	0.209
ERBB3	NKI_343	-0.016
CHCHD5	NKI_343	0.156
LOC124220	NKI_343	0.156
